,date,count,Year,Month,Week,Day,Day of Week,Day of Year
0,2014-01-01,6059.0,2014,1,1,1,2,1
1,2014-02-01,12771.0,2014,2,5,1,5,32
2,2014-03-01,9202.0,2014,3,9,1,5,60
3,2014-04-01,23908.0,2014,4,14,1,1,91
4,2014-05-01,26762.0,2014,5,18,1,3,121
5,2014-06-01,31333.0,2014,6,22,1,6,152
6,2014-07-01,34854.0,2014,7,27,1,1,182
7,2014-08-01,32654.0,2014,8,31,1,4,213
8,2014-09-01,23575.0,2014,9,36,1,0,244
9,2014-10-01,27942.0,2014,10,40,1,2,274
10,2014-11-01,6002.0,2014,11,44,1,5,305
11,2014-12-01,18519.0,2014,12,49,1,0,335
12,2014-01-13,20633.0,2014,1,3,13,0,13
13,2014-01-14,9999.0,2014,1,3,14,1,14
14,2014-01-15,21630.0,2014,1,3,15,2,15
15,2014-01-16,19953.0,2014,1,3,16,3,16
16,2014-01-17,20301.0,2014,1,3,17,4,17
17,2014-01-18,9438.0,2014,1,3,18,5,18
18,2014-01-19,9028.0,2014,1,3,19,6,19
19,2014-01-20,13407.0,2014,1,4,20,0,20
20,2014-01-21,3804.0,2014,1,4,21,1,21
21,2014-01-22,2451.0,2014,1,4,22,2,22
22,2014-01-23,5071.0,2014,1,4,23,3,23
23,2014-01-24,6176.0,2014,1,4,24,4,24
24,2014-01-25,4338.0,2014,1,4,25,5,25
25,2014-01-26,4980.0,2014,1,4,26,6,26
26,2014-01-27,13119.0,2014,1,5,27,0,27
27,2014-01-28,10033.0,2014,1,5,28,1,28
28,2014-01-29,10021.0,2014,1,5,29,2,29
29,2014-01-30,12158.0,2014,1,5,30,3,30
30,2014-01-31,14653.0,2014,1,5,31,4,31
31,2014-01-02,8600.0,2014,1,1,2,3,2
32,2014-02-02,13816.0,2014,2,5,2,6,33
33,2014-03-02,8195.0,2014,3,9,2,6,61
34,2014-04-02,22515.0,2014,4,14,2,2,92
35,2014-05-02,32377.0,2014,5,18,2,4,122
36,2014-06-02,34519.0,2014,6,23,2,0,153
37,2014-07-02,26582.0,2014,7,27,2,2,183
38,2014-08-02,26784.0,2014,8,31,2,5,214
39,2014-09-02,30507.0,2014,9,36,2,1,245
40,2014-10-02,34492.0,2014,10,40,2,3,275
41,2014-11-02,14100.0,2014,11,44,2,6,306
42,2014-12-02,15367.0,2014,12,49,2,1,336
43,2014-02-13,876.0,2014,2,7,13,3,44
44,2014-02-14,3609.0,2014,2,7,14,4,45
45,2014-02-15,2261.0,2014,2,7,15,5,46
46,2014-02-16,3003.0,2014,2,7,16,6,47
47,2014-02-17,4854.0,2014,2,8,17,0,48
48,2014-02-18,5140.0,2014,2,8,18,1,49
49,2014-02-19,8506.0,2014,2,8,19,2,50
50,2014-02-20,11792.0,2014,2,8,20,3,51
51,2014-02-21,8680.0,2014,2,8,21,4,52
52,2014-02-22,13044.0,2014,2,8,22,5,53
53,2014-02-23,13324.0,2014,2,8,23,6,54
54,2014-02-24,12922.0,2014,2,9,24,0,55
55,2014-02-25,12830.0,2014,2,9,25,1,56
56,2014-02-26,11188.0,2014,2,9,26,2,57
57,2014-02-27,12036.0,2014,2,9,27,3,58
58,2014-02-28,9587.0,2014,2,9,28,4,59
59,2014-01-03,1144.0,2014,1,1,3,4,3
60,2014-02-03,2600.0,2014,2,6,3,0,34
61,2014-03-03,7708.0,2014,3,10,3,0,62
62,2014-04-03,26321.0,2014,4,14,3,3,93
63,2014-05-03,25501.0,2014,5,18,3,5,123
64,2014-06-03,29501.0,2014,6,23,3,1,154
65,2014-07-03,27587.0,2014,7,27,3,3,184
66,2014-08-03,25276.0,2014,8,31,3,6,215
67,2014-09-03,35535.0,2014,9,36,3,2,246
68,2014-10-03,34944.0,2014,10,40,3,4,276
69,2014-11-03,26757.0,2014,11,45,3,0,307
70,2014-12-03,13472.0,2014,12,49,3,2,337
71,2014-03-13,10979.0,2014,3,11,13,3,72
72,2014-03-14,16299.0,2014,3,11,14,4,73
73,2014-03-15,18053.0,2014,3,11,15,5,74
74,2014-03-16,9851.0,2014,3,11,16,6,75
75,2014-03-17,12503.0,2014,3,12,17,0,76
76,2014-03-18,16679.0,2014,3,12,18,1,77
77,2014-03-19,13341.0,2014,3,12,19,2,78
78,2014-03-20,19695.0,2014,3,12,20,3,79
79,2014-03-21,20718.0,2014,3,12,21,4,80
80,2014-03-22,19880.0,2014,3,12,22,5,81
81,2014-03-23,11740.0,2014,3,12,23,6,82
82,2014-03-24,13598.0,2014,3,13,24,0,83
83,2014-03-25,16037.0,2014,3,13,25,1,84
84,2014-03-26,14500.0,2014,3,13,26,2,85
85,2014-03-27,16666.0,2014,3,13,27,3,86
86,2014-03-28,18425.0,2014,3,13,28,4,87
87,2014-03-29,4480.0,2014,3,13,29,5,88
88,2014-03-30,7907.0,2014,3,13,30,6,89
89,2014-03-31,17085.0,2014,3,14,31,0,90
90,2014-01-04,2292.0,2014,1,1,4,5,4
91,2014-02-04,8709.0,2014,2,6,4,1,35
92,2014-03-04,10398.0,2014,3,10,4,1,63
93,2014-04-04,12566.0,2014,4,14,4,4,94
94,2014-05-04,21277.0,2014,5,18,4,6,124
95,2014-06-04,36068.0,2014,6,23,4,2,155
96,2014-07-04,13612.0,2014,7,27,4,4,185
97,2014-08-04,33822.0,2014,8,32,4,0,216
98,2014-09-04,36496.0,2014,9,36,4,3,247
99,2014-10-04,13354.0,2014,10,40,4,5,277
100,2014-11-04,31174.0,2014,11,45,4,1,308
101,2014-12-04,21335.0,2014,12,49,4,3,338
102,2014-04-13,26871.0,2014,4,15,13,6,103
103,2014-04-14,28832.0,2014,4,16,14,0,104
104,2014-04-15,10523.0,2014,4,16,15,1,105
105,2014-04-16,20082.0,2014,4,16,16,2,106
106,2014-04-17,22282.0,2014,4,16,17,3,107
107,2014-04-18,20770.0,2014,4,16,18,4,108
108,2014-04-19,24369.0,2014,4,16,19,5,109
109,2014-04-20,18464.0,2014,4,16,20,6,110
110,2014-04-21,27124.0,2014,4,17,21,0,111
111,2014-04-22,27259.0,2014,4,17,22,1,112
112,2014-04-23,26949.0,2014,4,17,23,2,113
113,2014-04-24,28107.0,2014,4,17,24,3,114
114,2014-04-25,27919.0,2014,4,17,25,4,115
115,2014-04-26,19899.0,2014,4,17,26,5,116
116,2014-04-27,21926.0,2014,4,17,27,6,117
117,2014-04-28,28557.0,2014,4,18,28,0,118
118,2014-04-29,18404.0,2014,4,18,29,1,119
119,2014-04-30,2867.0,2014,4,18,30,2,120
120,2014-01-05,2678.0,2014,1,1,5,6,5
121,2014-02-05,2746.0,2014,2,6,5,2,36
122,2014-03-05,13801.0,2014,3,10,5,2,64
123,2014-04-05,18655.0,2014,4,14,5,5,95
124,2014-05-05,30288.0,2014,5,19,5,0,125
125,2014-06-05,24619.0,2014,6,23,5,3,156
126,2014-07-05,22913.0,2014,7,27,5,5,186
127,2014-08-05,34392.0,2014,8,32,5,1,217
128,2014-09-05,34831.0,2014,9,36,5,4,248
129,2014-10-05,23456.0,2014,10,40,5,6,278
130,2014-11-05,30539.0,2014,11,45,5,2,309
131,2014-12-05,15818.0,2014,12,49,5,4,339
132,2014-05-13,32847.0,2014,5,20,13,1,133
133,2014-05-14,30044.0,2014,5,20,14,2,134
134,2014-05-15,26057.0,2014,5,20,15,3,135
135,2014-05-16,17784.0,2014,5,20,16,4,136
136,2014-05-17,29912.0,2014,5,20,17,5,137
137,2014-05-18,27436.0,2014,5,20,18,6,138
138,2014-05-19,31692.0,2014,5,21,19,0,139
139,2014-05-20,35567.0,2014,5,21,20,1,140
140,2014-05-21,34420.0,2014,5,21,21,2,141
141,2014-05-22,24535.0,2014,5,21,22,3,142
142,2014-05-23,24484.0,2014,5,21,23,4,143
143,2014-05-24,16798.0,2014,5,21,24,5,144
144,2014-05-25,25637.0,2014,5,21,25,6,145
145,2014-05-26,26930.0,2014,5,22,26,0,146
146,2014-05-27,32936.0,2014,5,22,27,1,147
147,2014-05-28,29690.0,2014,5,22,28,2,148
148,2014-05-29,33889.0,2014,5,22,29,3,149
149,2014-05-30,34343.0,2014,5,22,30,4,150
150,2014-05-31,27734.0,2014,5,22,31,5,151
151,2014-01-06,9510.0,2014,1,2,6,0,6
152,2014-02-06,7196.0,2014,2,6,6,3,37
153,2014-03-06,12773.0,2014,3,10,6,3,65
154,2014-04-06,20750.0,2014,4,14,6,6,96
155,2014-05-06,32233.0,2014,5,19,6,1,126
156,2014-06-06,37719.0,2014,6,23,6,4,157
157,2014-07-06,23822.0,2014,7,27,6,6,187
158,2014-08-06,36336.0,2014,8,32,6,2,218
159,2014-09-06,25833.0,2014,9,36,6,5,249
160,2014-10-06,31742.0,2014,10,41,6,0,279
161,2014-11-06,12283.0,2014,11,45,6,3,310
162,2014-12-06,4047.0,2014,12,49,6,5,340
163,2014-06-13,18308.0,2014,6,24,13,4,164
164,2014-06-14,28417.0,2014,6,24,14,5,165
165,2014-06-15,28382.0,2014,6,24,15,6,166
166,2014-06-16,34932.0,2014,6,25,16,0,167
167,2014-06-17,35097.0,2014,6,25,17,1,168
168,2014-06-18,35531.0,2014,6,25,18,2,169
169,2014-06-19,31724.0,2014,6,25,19,3,170
170,2014-06-20,34405.0,2014,6,25,20,4,171
171,2014-06-21,30288.0,2014,6,25,21,5,172
172,2014-06-22,29417.0,2014,6,25,22,6,173
173,2014-06-23,32580.0,2014,6,26,23,0,174
174,2014-06-24,35897.0,2014,6,26,24,1,175
175,2014-06-25,34340.0,2014,6,26,25,2,176
176,2014-06-26,34846.0,2014,6,26,26,3,177
177,2014-06-27,35823.0,2014,6,26,27,4,178
178,2014-06-28,28507.0,2014,6,26,28,5,179
179,2014-06-29,27986.0,2014,6,26,29,6,180
180,2014-06-30,33597.0,2014,6,27,30,0,181
181,2014-01-07,6267.0,2014,1,2,7,1,7
182,2014-02-07,8495.0,2014,2,6,7,4,38
183,2014-03-07,13304.0,2014,3,10,7,4,66
184,2014-04-07,14677.0,2014,4,15,7,0,97
185,2014-05-07,32882.0,2014,5,19,7,2,127
186,2014-06-07,31204.0,2014,6,23,7,5,158
187,2014-07-07,31863.0,2014,7,28,7,0,188
188,2014-08-07,36362.0,2014,8,32,7,3,219
189,2014-09-07,29721.0,2014,9,36,7,6,250
190,2014-10-07,32892.0,2014,10,41,7,1,280
191,2014-11-07,25355.0,2014,11,45,7,4,311
192,2014-12-07,10510.0,2014,12,49,7,6,341
193,2014-07-13,24869.0,2014,7,28,13,6,194
194,2014-07-14,25825.0,2014,7,29,14,0,195
195,2014-07-15,22963.0,2014,7,29,15,1,196
196,2014-07-16,35391.0,2014,7,29,16,2,197
197,2014-07-17,38619.0,2014,7,29,17,3,198
198,2014-07-18,36105.0,2014,7,29,18,4,199
199,2014-07-19,29291.0,2014,7,29,19,5,200
200,2014-07-20,30296.0,2014,7,29,20,6,201
201,2014-07-21,35670.0,2014,7,30,21,0,202
202,2014-07-22,36886.0,2014,7,30,22,1,203
203,2014-07-23,34173.0,2014,7,30,23,2,204
204,2014-07-24,36693.0,2014,7,30,24,3,205
205,2014-07-25,36384.0,2014,7,30,25,4,206
206,2014-07-26,27179.0,2014,7,30,26,5,207
207,2014-07-27,27004.0,2014,7,30,27,6,208
208,2014-07-28,33189.0,2014,7,31,28,0,209
209,2014-07-29,37092.0,2014,7,31,29,1,210
210,2014-07-30,37377.0,2014,7,31,30,2,211
211,2014-07-31,35458.0,2014,7,31,31,3,212
212,2014-01-08,9246.0,2014,1,2,8,2,8
213,2014-02-08,5986.0,2014,2,6,8,5,39
214,2014-03-08,16350.0,2014,3,10,8,5,67
215,2014-04-08,21884.0,2014,4,15,8,1,98
216,2014-05-08,17619.0,2014,5,19,8,3,128
217,2014-06-08,30162.0,2014,6,23,8,6,159
218,2014-07-08,32713.0,2014,7,28,8,1,189
219,2014-08-08,34073.0,2014,8,32,8,4,220
220,2014-09-08,34335.0,2014,9,37,8,0,251
221,2014-10-08,33607.0,2014,10,41,8,2,281
222,2014-11-08,17443.0,2014,11,45,8,5,312
223,2014-12-08,15557.0,2014,12,50,8,0,342
224,2014-08-13,27977.0,2014,8,33,13,2,225
225,2014-08-14,35154.0,2014,8,33,14,3,226
226,2014-08-15,32480.0,2014,8,33,15,4,227
227,2014-08-16,32017.0,2014,8,33,16,5,228
228,2014-08-17,27417.0,2014,8,33,17,6,229
229,2014-08-18,34339.0,2014,8,34,18,0,230
230,2014-08-19,35367.0,2014,8,34,19,1,231
231,2014-08-20,35532.0,2014,8,34,20,2,232
232,2014-08-21,33804.0,2014,8,34,21,3,233
