,date,count,Year,Month,Week,Day,Day of Week,Day of Year
1755,2018-10-22,58348.0,2018,10,43,22,0,295
1756,2018-10-23,68724.0,2018,10,43,23,1,296
1757,2018-10-24,64713.0,2018,10,43,24,2,297
1758,2018-10-25,62004.0,2018,10,43,25,3,298
1759,2018-10-26,60376.0,2018,10,43,26,4,299
1760,2018-10-27,13206.0,2018,10,43,27,5,300
1761,2018-10-28,42745.0,2018,10,43,28,6,301
1762,2018-10-29,60389.0,2018,10,44,29,0,302
1763,2018-10-30,65925.0,2018,10,44,30,1,303
1764,2018-10-31,68804.0,2018,10,44,31,2,304
1765,2018-01-11,34545.0,2018,1,2,11,3,11
1766,2018-02-11,8960.0,2018,2,6,11,6,42
1767,2018-03-11,27983.0,2018,3,10,11,6,70
1768,2018-04-11,49500.0,2018,4,15,11,2,101
1769,2018-05-11,76617.0,2018,5,19,11,4,131
1770,2018-06-11,69636.0,2018,6,24,11,0,162
1771,2018-07-11,74627.0,2018,7,28,11,2,192
1772,2018-08-11,37341.0,2018,8,32,11,5,223
1773,2018-09-11,68045.0,2018,9,37,11,1,254
1774,2018-10-11,47671.0,2018,10,41,11,3,284
1775,2018-11-11,36804.0,2018,11,45,11,6,315
1776,2018-12-11,47642.0,2018,12,50,11,1,345
1777,2018-11-13,37116.0,2018,11,46,13,1,317
1778,2018-11-14,49971.0,2018,11,46,14,2,318
1779,2018-11-15,25281.0,2018,11,46,15,3,319
1780,2018-11-16,34800.0,2018,11,46,16,4,320
1781,2018-11-17,38405.0,2018,11,46,17,5,321
1782,2018-11-18,34750.0,2018,11,46,18,6,322
1783,2018-11-19,55077.0,2018,11,47,19,0,323
1784,2018-11-20,52323.0,2018,11,47,20,1,324
1785,2018-11-21,40792.0,2018,11,47,21,2,325
1786,2018-11-22,8894.0,2018,11,47,22,3,326
1787,2018-11-23,16242.0,2018,11,47,23,4,327
1788,2018-11-24,20174.0,2018,11,47,24,5,328
1789,2018-11-25,34754.0,2018,11,47,25,6,329
1790,2018-11-26,29456.0,2018,11,48,26,0,330
1791,2018-11-27,50340.0,2018,11,48,27,1,331
1792,2018-11-28,48686.0,2018,11,48,28,2,332
1793,2018-11-29,51714.0,2018,11,48,29,3,333
1794,2018-11-30,46342.0,2018,11,48,30,4,334
1795,2018-01-12,22631.0,2018,1,2,12,4,12
1796,2018-02-12,35828.0,2018,2,7,12,0,43
1797,2018-03-12,37068.0,2018,3,11,12,0,71
1798,2018-04-12,54134.0,2018,4,15,12,3,102
1799,2018-05-12,35127.0,2018,5,19,12,5,132
1800,2018-06-12,77898.0,2018,6,24,12,1,163
1801,2018-07-12,76488.0,2018,7,28,12,3,193
1802,2018-08-12,61064.0,2018,8,32,12,6,224
1803,2018-09-12,54428.0,2018,9,37,12,2,255
1804,2018-10-12,68394.0,2018,10,41,12,4,285
1805,2018-11-12,51582.0,2018,11,46,12,0,316
1806,2018-12-12,48083.0,2018,12,50,12,2,346
1807,2018-12-13,41075.0,2018,12,50,13,3,347
1808,2018-12-14,45141.0,2018,12,50,14,4,348
1809,2018-12-15,36592.0,2018,12,50,15,5,349
1810,2018-12-16,9936.0,2018,12,50,16,6,350
1811,2018-12-17,45596.0,2018,12,51,17,0,351
1812,2018-12-18,41965.0,2018,12,51,18,1,352
1813,2018-12-19,44333.0,2018,12,51,19,2,353
1814,2018-12-20,34214.0,2018,12,51,20,3,354
1815,2018-12-21,24153.0,2018,12,51,21,4,355
1816,2018-12-22,25107.0,2018,12,51,22,5,356
1817,2018-12-23,22377.0,2018,12,51,23,6,357
1818,2018-12-24,19129.0,2018,12,52,24,0,358
1819,2018-12-25,11301.0,2018,12,52,25,1,359
1820,2018-12-26,25710.0,2018,12,52,26,2,360
1821,2018-12-27,31593.0,2018,12,52,27,3,361
1822,2018-12-28,12171.0,2018,12,52,28,4,362
1823,2018-12-29,29236.0,2018,12,52,29,5,363
1824,2018-12-30,22737.0,2018,12,52,30,6,364
1825,2018-12-31,19122.0,2018,12,1,31,0,365
1826,2019-01-01,22393.0,2019,1,1,1,1,1
1827,2019-02-01,25502.0,2019,2,5,1,4,32
1828,2019-03-01,30810.0,2019,3,9,1,4,60
1829,2019-04-01,52337.0,2019,4,14,1,0,91
1830,2019-05-01,62149.0,2019,5,18,1,2,121
1831,2019-06-01,77769.0,2019,6,22,1,5,152
1832,2019-07-01,79790.0,2019,7,27,1,0,182
1833,2019-08-01,89529.0,2019,8,31,1,3,213
1834,2019-09-01,63844.0,2019,9,35,1,6,244
1835,2019-10-01,88852.0,2019,10,40,1,1,274
1836,2019-11-01,72075.0,2019,11,44,1,4,305
1837,2019-12-01,10993.0,2019,12,48,1,6,335
1838,2019-01-13,23130.0,2019,1,2,13,6,13
1839,2019-01-14,35750.0,2019,1,3,14,0,14
1840,2019-01-15,39982.0,2019,1,3,15,1,15
1841,2019-01-16,41213.0,2019,1,3,16,2,16
1842,2019-01-17,39783.0,2019,1,3,17,3,17
1843,2019-01-18,34931.0,2019,1,3,18,4,18
1844,2019-01-19,24158.0,2019,1,3,19,5,19
1845,2019-01-20,14502.0,2019,1,3,20,6,20
1846,2019-01-21,10487.0,2019,1,4,21,0,21
1847,2019-01-22,29233.0,2019,1,4,22,1,22
1848,2019-01-23,42347.0,2019,1,4,23,2,23
1849,2019-01-24,20516.0,2019,1,4,24,3,24
1850,2019-01-25,39576.0,2019,1,4,25,4,25
1851,2019-01-26,26767.0,2019,1,4,26,5,26
1852,2019-01-27,30520.0,2019,1,4,27,6,27
1853,2019-01-28,36368.0,2019,1,5,28,0,28
1854,2019-01-29,31628.0,2019,1,5,29,1,29
1855,2019-01-30,25599.0,2019,1,5,30,2,30
1856,2019-01-31,19006.0,2019,1,5,31,3,31
1857,2019-01-02,38624.0,2019,1,1,2,2,2
1858,2019-02-02,22362.0,2019,2,5,2,5,33
1859,2019-03-02,18333.0,2019,3,9,2,5,61
1860,2019-04-02,59009.0,2019,4,14,2,1,92
1861,2019-05-02,69949.0,2019,5,18,2,3,122
1862,2019-06-02,68407.0,2019,6,22,2,6,153
1863,2019-07-02,79780.0,2019,7,27,2,1,183
1864,2019-08-02,84049.0,2019,8,31,2,4,214
1865,2019-09-02,38536.0,2019,9,36,2,0,245
1866,2019-10-02,81516.0,2019,10,40,2,2,275
1867,2019-11-02,59633.0,2019,11,44,2,5,306
1868,2019-12-02,18410.0,2019,12,49,2,0,336
1869,2019-02-13,35631.0,2019,2,7,13,2,44
1870,2019-02-14,42532.0,2019,2,7,14,3,45
1871,2019-02-15,47786.0,2019,2,7,15,4,46
1872,2019-02-16,31538.0,2019,2,7,16,5,47
1873,2019-02-17,24446.0,2019,2,7,17,6,48
1874,2019-02-18,26261.0,2019,2,8,18,0,49
1875,2019-02-19,35446.0,2019,2,8,19,1,50
1876,2019-02-20,20896.0,2019,2,8,20,2,51
1877,2019-02-21,40251.0,2019,2,8,21,3,52
1878,2019-02-22,42646.0,2019,2,8,22,4,53
1879,2019-02-23,32158.0,2019,2,8,23,5,54
1880,2019-02-24,24651.0,2019,2,8,24,6,55
1881,2019-02-25,34874.0,2019,2,9,25,0,56
1882,2019-02-26,38316.0,2019,2,9,26,1,57
1883,2019-02-27,37258.0,2019,2,9,27,2,58
1884,2019-02-28,39023.0,2019,2,9,28,3,59
1885,2019-01-03,42536.0,2019,1,1,3,3,3
1886,2019-02-03,32467.0,2019,2,5,3,6,34
1887,2019-03-03,23593.0,2019,3,9,3,6,62
1888,2019-04-03,69127.0,2019,4,14,3,2,93
1889,2019-05-03,63649.0,2019,5,18,3,4,123
1890,2019-06-03,79065.0,2019,6,23,3,0,154
1891,2019-07-03,75828.0,2019,7,27,3,2,184
1892,2019-08-03,78744.0,2019,8,31,3,5,215
1893,2019-09-03,85497.0,2019,9,36,3,1,246
1894,2019-10-03,40061.0,2019,10,40,3,3,276
1895,2019-11-03,53192.0,2019,11,44,3,6,307
1896,2019-12-03,40020.0,2019,12,49,3,1,337
1897,2019-03-13,51033.0,2019,3,11,13,2,72
1898,2019-03-14,58462.0,2019,3,11,14,3,73
1899,2019-03-15,58508.0,2019,3,11,15,4,74
1900,2019-03-16,42866.0,2019,3,11,16,5,75
1901,2019-03-17,37392.0,2019,3,11,17,6,76
1902,2019-03-18,47443.0,2019,3,12,18,0,77
1903,2019-03-19,53951.0,2019,3,12,19,1,78
1904,2019-03-20,56387.0,2019,3,12,20,2,79
1905,2019-03-21,21673.0,2019,3,12,21,3,80
1906,2019-03-22,36095.0,2019,3,12,22,4,81
1907,2019-03-23,37913.0,2019,3,12,23,5,82
1908,2019-03-24,51113.0,2019,3,12,24,6,83
1909,2019-03-25,54508.0,2019,3,13,25,0,84
1910,2019-03-26,56453.0,2019,3,13,26,1,85
1911,2019-03-27,55509.0,2019,3,13,27,2,86
1912,2019-03-28,59474.0,2019,3,13,28,3,87
1913,2019-03-29,60329.0,2019,3,13,29,4,88
1914,2019-03-30,67571.0,2019,3,13,30,5,89
1915,2019-03-31,33239.0,2019,3,13,31,6,90
1916,2019-01-04,44822.0,2019,1,1,4,4,4
1917,2019-02-04,47308.0,2019,2,6,4,0,35
1918,2019-03-04,28925.0,2019,3,10,4,0,63
1919,2019-04-04,67586.0,2019,4,14,4,3,94
1920,2019-05-04,57111.0,2019,5,18,4,5,124
1921,2019-06-04,84903.0,2019,6,23,4,1,155
1922,2019-07-04,53996.0,2019,7,27,4,3,185
1923,2019-08-04,68068.0,2019,8,31,4,6,216
1924,2019-09-04,86730.0,2019,9,36,4,2,247
1925,2019-10-04,85010.0,2019,10,40,4,4,277
1926,2019-11-04,71505.0,2019,11,45,4,0,308
1927,2019-12-04,48342.0,2019,12,49,4,2,338
1928,2019-04-13,72613.0,2019,4,15,13,5,103
1929,2019-04-14,59469.0,2019,4,15,14,6,104
1930,2019-04-15,46626.0,2019,4,16,15,0,105
1931,2019-04-16,64599.0,2019,4,16,16,1,106
1932,2019-04-17,66509.0,2019,4,16,17,2,107
1933,2019-04-18,62821.0,2019,4,16,18,3,108
1934,2019-04-19,66146.0,2019,4,16,19,4,109
1935,2019-04-20,37307.0,2019,4,16,20,5,110
1936,2019-04-21,52742.0,2019,4,16,21,6,111
1937,2019-04-22,45092.0,2019,4,17,22,0,112
1938,2019-04-23,76899.0,2019,4,17,23,1,113
1939,2019-04-24,79292.0,2019,4,17,24,2,114
1940,2019-04-25,62050.0,2019,4,17,25,3,115
1941,2019-04-26,37943.0,2019,4,17,26,4,116
1942,2019-04-27,57402.0,2019,4,17,27,5,117
1943,2019-04-28,41874.0,2019,4,17,28,6,118
1944,2019-04-29,62069.0,2019,4,18,29,0,119
1945,2019-04-30,63933.0,2019,4,18,30,1,120
1946,2019-01-05,17740.0,2019,1,1,5,5,5
1947,2019-02-05,55242.0,2019,2,6,5,1,36
1948,2019-03-05,37801.0,2019,3,10,5,1,64
1949,2019-04-05,35195.0,2019,4,14,5,4,95
1950,2019-05-05,16476.0,2019,5,18,5,6,125
1951,2019-06-05,80218.0,2019,6,23,5,2,156
1952,2019-07-05,59843.0,2019,7,27,5,4,186
1953,2019-08-05,84118.0,2019,8,32,5,0,217
1954,2019-09-05,91513.0,2019,9,36,5,3,248
1955,2019-10-05,70420.0,2019,10,40,5,5,278
1956,2019-11-05,75303.0,2019,11,45,5,1,309
1957,2019-12-05,50047.0,2019,12,49,5,3,339
1958,2019-05-13,22823.0,2019,5,20,13,0,133
1959,2019-05-14,43707.0,2019,5,20,14,1,134
1960,2019-05-15,75788.0,2019,5,20,15,2,135
1961,2019-05-16,79382.0,2019,5,20,16,3,136
1962,2019-05-17,73503.0,2019,5,20,17,4,137
1963,2019-05-18,74410.0,2019,5,20,18,5,138
1964,2019-05-19,71159.0,2019,5,20,19,6,139
1965,2019-05-20,75963.0,2019,5,21,20,0,140
1966,2019-05-21,80701.0,2019,5,21,21,1,141
1967,2019-05-22,83523.0,2019,5,21,22,2,142
1968,2019-05-23,57570.0,2019,5,21,23,3,143
1969,2019-05-24,76233.0,2019,5,21,24,4,144
1970,2019-05-25,60435.0,2019,5,21,25,5,145
1971,2019-05-26,50781.0,2019,5,21,26,6,146
1972,2019-05-27,67769.0,2019,5,22,27,0,147
1973,2019-05-28,60582.0,2019,5,22,28,1,148
1974,2019-05-29,56087.0,2019,5,22,29,2,149
1975,2019-05-30,53360.0,2019,5,22,30,3,150
1976,2019-05-31,84752.0,2019,5,22,31,4,151
1977,2019-01-06,31961.0,2019,1,1,6,6,6
1978,2019-02-06,40047.0,2019,2,6,6,2,37
1979,2019-03-06,33964.0,2019,3,10,6,2,65
1980,2019-04-06,67511.0,2019,4,14,6,5,96
1981,2019-05-06,71297.0,2019,5,19,6,0,126
1982,2019-06-06,82837.0,2019,6,23,6,3,157
1983,2019-07-06,51801.0,2019,7,27,6,5,187
1984,2019-08-06,84268.0,2019,8,32,6,1,218
1985,2019-09-06,56467.0,2019,9,36,6,4,249
1986,2019-10-06,61649.0,2019,10,40,6,6,279
1987,2019-11-06,74177.0,2019,11,45,6,2,310
1988,2019-12-06,52724.0,2019,12,49,6,4,340
1989,2019-06-13,50054.0,2019,6,24,13,3,164
1990,2019-06-14,82146.0,2019,6,24,14,4,165
1991,2019-06-15,75099.0,2019,6,24,15,5,166
1992,2019-06-16,56533.0,2019,6,24,16,6,167
1993,2019-06-17,74011.0,2019,6,25,17,0,168
1994,2019-06-18,37176.0,2019,6,25,18,1,169
1995,2019-06-19,64912.0,2019,6,25,19,2,170
1996,2019-06-20,61124.0,2019,6,25,20,3,171
1997,2019-06-21,66875.0,2019,6,25,21,4,172
1998,2019-06-22,77996.0,2019,6,25,22,5,173
1999,2019-06-23,76809.0,2019,6,25,23,6,174
2000,2019-06-24,81534.0,2019,6,26,24,0,175
2001,2019-06-25,67191.0,2019,6,26,25,1,176
2002,2019-06-26,84796.0,2019,6,26,26,2,177
2003,2019-06-27,83086.0,2019,6,26,27,3,178
2004,2019-06-28,80311.0,2019,6,26,28,4,179
2005,2019-06-29,63939.0,2019,6,26,29,5,180
2006,2019-06-30,64880.0,2019,6,26,30,6,181
2007,2019-01-07,37306.0,2019,1,2,7,0,7
2008,2019-02-07,44019.0,2019,2,6,7,3,38
2009,2019-03-07,36651.0,2019,3,10,7,3,66
2010,2019-04-07,65719.0,2019,4,14,7,6,97
2011,2019-05-07,74314.0,2019,5,19,7,1,127
2012,2019-06-07,84497.0,2019,6,23,7,4,158
2013,2019-07-07,62584.0,2019,7,27,7,6,188
2014,2019-08-07,53388.0,2019,8,32,7,2,219
2015,2019-09-07,79808.0,2019,9,36,7,5,250
2016,2019-10-07,78846.0,2019,10,41,7,0,280
2017,2019-11-07,57911.0,2019,11,45,7,3,311
2018,2019-12-07,35169.0,2019,12,49,7,5,341
2019,2019-07-13,78226.0,2019,7,28,13,5,194
2020,2019-07-14,69155.0,2019,7,28,14,6,195
2021,2019-07-15,82629.0,2019,7,29,15,0,196
2022,2019-07-16,86309.0,2019,7,29,16,1,197
2023,2019-07-17,70607.0,2019,7,29,17,2,198
2024,2019-07-18,62309.0,2019,7,29,18,3,199
2025,2019-07-19,76723.0,2019,7,29,19,4,200
2026,2019-07-20,51518.0,2019,7,29,20,5,201
2027,2019-07-21,49160.0,2019,7,29,21,6,202
2028,2019-07-22,53558.0,2019,7,30,22,0,203
2029,2019-07-23,67630.0,2019,7,30,23,1,204
2030,2019-07-24,89347.0,2019,7,30,24,2,205
2031,2019-07-25,88207.0,2019,7,30,25,3,206
2032,2019-07-26,84568.0,2019,7,30,26,4,207
2033,2019-07-27,73597.0,2019,7,30,27,5,208
2034,2019-07-28,68867.0,2019,7,30,28,6,209
2035,2019-07-29,80371.0,2019,7,31,29,0,210
2036,2019-07-30,82414.0,2019,7,31,30,1,211
2037,2019-07-31,67043.0,2019,7,31,31,2,212
2038,2019-01-08,42050.0,2019,1,2,8,1,8
2039,2019-02-08,37207.0,2019,2,6,8,4,39
2040,2019-03-08,41180.0,2019,3,10,8,4,67
2041,2019-04-08,71845.0,2019,4,15,8,0,98
2042,2019-05-08,77885.0,2019,5,19,8,2,128
2043,2019-06-08,79305.0,2019,6,23,8,5,159
2044,2019-07-08,69363.0,2019,7,28,8,0,189
2045,2019-08-08,81334.0,2019,8,32,8,3,220
2046,2019-09-08,73739.0,2019,9,36,8,6,251
2047,2019-10-08,82189.0,2019,10,41,8,1,281
2048,2019-11-08,51420.0,2019,11,45,8,4,312
2049,2019-12-08,32880.0,2019,12,49,8,6,342
2050,2019-08-13,76621.0,2019,8,33,13,1,225
2051,2019-08-14,77308.0,2019,8,33,14,2,226
2052,2019-08-15,86645.0,2019,8,33,15,3,227
2053,2019-08-16,83362.0,2019,8,33,16,4,228
2054,2019-08-17,79420.0,2019,8,33,17,5,229
2055,2019-08-18,57442.0,2019,8,33,18,6,230
2056,2019-08-19,75528.0,2019,8,34,19,0,231
2057,2019-08-20,84085.0,2019,8,34,20,1,232
2058,2019-08-21,74643.0,2019,8,34,21,2,233
2059,2019-08-22,75356.0,2019,8,34,22,3,234
2060,2019-08-23,65224.0,2019,8,34,23,4,235
2061,2019-08-24,75703.0,2019,8,34,24,5,236
2062,2019-08-25,73261.0,2019,8,34,25,6,237
2063,2019-08-26,80633.0,2019,8,35,26,0,238
2064,2019-08-27,84446.0,2019,8,35,27,1,239
2065,2019-08-28,66675.0,2019,8,35,28,2,240
2066,2019-08-29,85085.0,2019,8,35,29,3,241
2067,2019-08-30,78511.0,2019,8,35,30,4,242
2068,2019-08-31,65472.0,2019,8,35,31,5,243
2069,2019-01-09,45185.0,2019,1,2,9,2,9
2070,2019-02-09,24228.0,2019,2,6,9,5,40
2071,2019-03-09,39579.0,2019,3,10,9,5,68
2072,2019-04-09,60479.0,2019,4,15,9,1,99
2073,2019-05-09,68017.0,2019,5,19,9,3,129
2074,2019-06-09,75310.0,2019,6,23,9,6,160
2075,2019-07-09,85338.0,2019,7,28,9,1,190
2076,2019-08-09,81961.0,2019,8,32,9,4,221
2077,2019-09-09,86564.0,2019,9,37,9,0,252
2078,2019-10-09,51655.0,2019,10,41,9,2,282
2079,2019-11-09,38698.0,2019,11,45,9,5,313
2080,2019-12-09,15504.0,2019,12,50,9,0,343
2081,2019-09-13,89470.0,2019,9,37,13,4,256
2082,2019-09-14,76882.0,2019,9,37,14,5,257
2083,2019-09-15,80439.0,2019,9,37,15,6,258
2084,2019-09-16,83800.0,2019,9,38,16,0,259
2085,2019-09-17,94939.0,2019,9,38,17,1,260
2086,2019-09-18,92119.0,2019,9,38,18,2,261
2087,2019-09-19,91506.0,2019,9,38,19,3,262
2088,2019-09-20,92340.0,2019,9,38,20,4,263
2089,2019-09-21,100658.0,2019,9,38,21,5,264
2090,2019-09-22,77773.0,2019,9,38,22,6,265
2091,2019-09-23,87254.0,2019,9,39,23,0,266
2092,2019-09-24,94962.0,2019,9,39,24,1,267
2093,2019-09-25,95905.0,2019,9,39,25,2,268
2094,2019-09-26,86425.0,2019,9,39,26,3,269
2095,2019-09-27,95193.0,2019,9,39,27,4,270
2096,2019-09-28,83087.0,2019,9,39,28,5,271
2097,2019-09-29,77171.0,2019,9,39,29,6,272
2098,2019-09-30,78203.0,2019,9,40,30,0,273
2099,2019-01-10,39762.0,2019,1,2,10,3,10
2100,2019-02-10,24554.0,2019,2,6,10,6,41
2101,2019-03-10,19212.0,2019,3,10,10,6,69
2102,2019-04-10,72319.0,2019,4,15,10,2,100
2103,2019-05-10,69439.0,2019,5,19,10,4,130
2104,2019-06-10,37886.0,2019,6,24,10,0,161
2105,2019-07-10,85891.0,2019,7,28,10,2,191
2106,2019-08-10,84248.0,2019,8,32,10,5,222
2107,2019-09-10,89325.0,2019,9,37,10,1,253
2108,2019-10-10,86591.0,2019,10,41,10,3,283
2109,2019-11-10,42821.0,2019,11,45,10,6,314
2110,2019-12-10,43299.0,2019,12,50,10,1,344
2111,2019-10-13,68765.0,2019,10,41,13,6,286
2112,2019-10-14,79125.0,2019,10,42,14,0,287
2113,2019-10-15,85091.0,2019,10,42,15,1,288
2114,2019-10-16,45043.0,2019,10,42,16,2,289
2115,2019-10-17,68742.0,2019,10,42,17,3,290
2116,2019-10-18,75175.0,2019,10,42,18,4,291
2117,2019-10-19,67942.0,2019,10,42,19,5,292
2118,2019-10-20,29083.0,2019,10,42,20,6,293
2119,2019-10-21,80046.0,2019,10,43,21,0,294
2120,2019-10-22,56075.0,2019,10,43,22,1,295
2121,2019-10-23,82045.0,2019,10,43,23,2,296
2122,2019-10-24,85085.0,2019,10,43,24,3,297
2123,2019-10-25,82831.0,2019,10,43,25,4,298
2124,2019-10-26,69215.0,2019,10,43,26,5,299
2125,2019-10-27,27248.0,2019,10,43,27,6,300
2126,2019-10-28,78316.0,2019,10,44,28,0,301
2127,2019-10-29,54338.0,2019,10,44,29,1,302
2128,2019-10-30,70123.0,2019,10,44,30,2,303
2129,2019-10-31,50705.0,2019,10,44,31,3,304
2130,2019-01-11,33517.0,2019,1,2,11,4,11
2131,2019-02-11,39457.0,2019,2,7,11,0,42
2132,2019-03-11,53426.0,2019,3,11,11,0,70
2133,2019-04-11,63581.0,2019,4,15,11,3,101
2134,2019-05-11,70955.0,2019,5,19,11,5,131
2135,2019-06-11,79520.0,2019,6,24,11,1,162
2136,2019-07-11,55583.0,2019,7,28,11,3,192
2137,2019-08-11,74708.0,2019,8,32,11,6,223
2138,2019-09-11,92362.0,2019,9,37,11,2,254
2139,2019-10-11,81042.0,2019,10,41,11,4,284
2140,2019-11-11,66228.0,2019,11,46,11,0,315
2141,2019-12-11,38986.0,2019,12,50,11,2,345
2142,2019-11-13,44962.0,2019,11,46,13,2,317
2143,2019-11-14,55906.0,2019,11,46,14,3,318
2144,2019-11-15,60826.0,2019,11,46,15,4,319
2145,2019-11-16,37614.0,2019,11,46,16,5,320
2146,2019-11-17,32684.0,2019,11,46,17,6,321
2147,2019-11-18,36421.0,2019,11,47,18,0,322
2148,2019-11-19,58647.0,2019,11,47,19,1,323
2149,2019-11-20,58916.0,2019,11,47,20,2,324
2150,2019-11-21,63987.0,2019,11,47,21,3,325
2151,2019-11-22,52261.0,2019,11,47,22,4,326
2152,2019-11-23,40858.0,2019,11,47,23,5,327
2153,2019-11-24,18476.0,2019,11,47,24,6,328
2154,2019-11-25,59982.0,2019,11,48,25,0,329
2155,2019-11-26,65008.0,2019,11,48,26,1,330
2156,2019-11-27,52529.0,2019,11,48,27,2,331
2157,2019-11-28,16545.0,2019,11,48,28,3,332
2158,2019-11-29,23782.0,2019,11,48,29,4,333
2159,2019-11-30,27073.0,2019,11,48,30,5,334
2160,2019-01-12,25571.0,2019,1,2,12,5,12
2161,2019-02-12,16203.0,2019,2,7,12,1,43
2162,2019-03-12,48173.0,2019,3,11,12,1,71
2163,2019-04-12,59056.0,2019,4,15,12,4,102
2164,2019-05-12,10929.0,2019,5,19,12,6,132
2165,2019-06-12,86611.0,2019,6,24,12,2,163
2166,2019-07-12,82775.0,2019,7,28,12,4,193
2167,2019-08-12,83100.0,2019,8,33,12,0,224
2168,2019-09-12,71633.0,2019,9,37,12,3,255
2169,2019-10-12,72002.0,2019,10,41,12,5,285
2170,2019-11-12,40065.0,2019,11,46,12,1,316
2171,2019-12-12,46268.0,2019,12,50,12,3,346
2172,2019-12-13,33683.0,2019,12,50,13,4,347
2173,2019-12-14,30826.0,2019,12,50,14,5,348
2174,2019-12-15,34376.0,2019,12,50,15,6,349
2175,2019-12-16,42669.0,2019,12,51,16,0,350
2176,2019-12-17,19688.0,2019,12,51,17,1,351
2177,2019-12-18,38658.0,2019,12,51,18,2,352
2178,2019-12-19,30043.0,2019,12,51,19,3,353
2179,2019-12-20,34923.0,2019,12,51,20,4,354
2180,2019-12-21,24722.0,2019,12,51,21,5,355
2181,2019-12-22,24217.0,2019,12,51,22,6,356
2182,2019-12-23,38205.0,2019,12,52,23,0,357
2183,2019-12-24,26509.0,2019,12,52,24,1,358
2184,2019-12-25,13314.0,2019,12,52,25,2,359
2185,2019-12-26,25819.0,2019,12,52,26,3,360
2186,2019-12-27,32535.0,2019,12,52,27,4,361
2187,2019-12-28,29097.0,2019,12,52,28,5,362
2188,2019-12-29,18321.0,2019,12,52,29,6,363
2189,2019-12-30,12465.0,2019,12,1,30,0,364
2190,2019-12-31,32226.0,2019,12,1,31,1,365
2191,2020-01-01,18484.0,2020,1,1,1,2,1
2192,2020-02-01,36163.0,2020,2,5,1,5,32
2193,2020-03-01,32388.0,2020,3,9,1,6,61
2194,2020-04-01,20662.0,2020,4,14,1,2,92
2195,2020-05-01,25268.0,2020,5,18,1,4,122
2196,2020-06-01,53768.0,2020,6,23,1,0,153
2197,2020-07-01,64432.0,2020,7,27,1,2,183
2198,2020-08-01,90875.0,2020,8,31,1,5,214
2199,2020-09-01,77898.0,2020,9,36,1,1,245
2200,2020-10-01,92050.0,2020,10,40,1,3,275
2201,2020-11-01,32945.0,2020,11,44,1,6,306
2202,2020-12-01,53648.0,2020,12,49,1,1,336
2203,2020-01-13,50382.0,2020,1,3,13,0,13
2204,2020-01-14,45111.0,2020,1,3,14,1,14
2205,2020-01-15,55371.0,2020,1,3,15,2,15
2206,2020-01-16,46306.0,2020,1,3,16,3,16
2207,2020-01-17,34875.0,2020,1,3,17,4,17
2208,2020-01-18,13560.0,2020,1,3,18,5,18
2209,2020-01-19,26390.0,2020,1,3,19,6,19
2210,2020-01-20,24743.0,2020,1,4,20,0,20
2211,2020-01-21,38235.0,2020,1,4,21,1,21
2212,2020-01-22,44412.0,2020,1,4,22,2,22
2213,2020-01-23,49311.0,2020,1,4,23,3,23
2214,2020-01-24,52362.0,2020,1,4,24,4,24
2215,2020-01-25,18075.0,2020,1,4,25,5,25
2216,2020-01-26,36727.0,2020,1,4,26,6,26
2217,2020-01-27,47417.0,2020,1,5,27,0,27
2218,2020-01-28,49871.0,2020,1,5,28,1,28
2219,2020-01-29,48410.0,2020,1,5,29,2,29
2220,2020-01-30,46598.0,2020,1,5,30,3,30
2221,2020-01-31,48307.0,2020,1,5,31,4,31
2222,2020-01-02,42448.0,2020,1,1,2,3,2
2223,2020-02-02,29075.0,2020,2,5,2,6,33
2224,2020-03-02,57763.0,2020,3,10,2,0,62
2225,2020-04-02,19231.0,2020,4,14,2,3,93
2226,2020-05-02,74100.0,2020,5,18,2,5,123
2227,2020-06-02,47335.0,2020,6,23,2,1,154
2228,2020-07-02,74769.0,2020,7,27,2,3,184
2229,2020-08-02,71599.0,2020,8,31,2,6,215
2230,2020-09-02,71145.0,2020,9,36,2,2,246
2231,2020-10-02,83217.0,2020,10,40,2,4,276
2232,2020-11-02,51194.0,2020,11,45,2,0,307
2233,2020-12-02,47850.0,2020,12,49,2,2,337
2234,2020-02-13,38228.0,2020,2,7,13,3,44
2235,2020-02-14,37778.0,2020,2,7,14,4,45
2236,2020-02-15,22020.0,2020,2,7,15,5,46
2237,2020-02-16,27804.0,2020,2,7,16,6,47
2238,2020-02-17,41723.0,2020,2,8,17,0,48
2239,2020-02-18,44988.0,2020,2,8,18,1,49
2240,2020-02-19,50292.0,2020,2,8,19,2,50
2241,2020-02-20,43656.0,2020,2,8,20,3,51
2242,2020-02-21,39563.0,2020,2,8,21,4,52
2243,2020-02-22,40134.0,2020,2,8,22,5,53
2244,2020-02-23,47440.0,2020,2,8,23,6,54
2245,2020-02-24,57345.0,2020,2,9,24,0,55
2246,2020-02-25,40377.0,2020,2,9,25,1,56
2247,2020-02-26,46084.0,2020,2,9,26,2,57
2248,2020-02-27,44244.0,2020,2,9,27,3,58
2249,2020-02-28,44196.0,2020,2,9,28,4,59
2250,2020-02-29,29742.0,2020,2,9,29,5,60
2251,2020-01-03,32645.0,2020,1,1,3,4,3
2252,2020-02-03,54559.0,2020,2,6,3,0,34
